MIN=0	-10	-1	-1	-2
MAX=25	10	1	1	2
SCALE=25	5	0,5	0,5	1
DEC=2	2	3	3	2
DEF="Tiempo" t / s	"Tensión" U_1 / V	"Corriente" I_1 / A	"Tensión" U_B2 / V	"Flujo magnético" &F / Vs
0	0	-0,0045	0,0085	0
0,02	0,005	-0,0045	0,013	0,000215
0,04	0,015	-0,004	0,0195	0,00054
0,06	0,02	-0,004	0,0235	0,00097
0,08	0,03	-0,003	0,032	0,001525
0,1	0,04	-0,002	0,0365	0,00221
0,12	0,045	-0,0015	0,0425	0,003
0,14	0,055	-0,001	0,046	0,003885
0,16	0,06	0,0005	0,0425	0,00477
0,18	0,07	0,001	0,048	0,005675
0,2	0,08	0,002	0,052	0,006675
0,22	0,085	0,003	0,058	0,007775
0,24	0,095	0,004	0,067	0,009025
0,26	0,1	0,0055	0,0765	0,01046
0,28	0,11	0,0065	0,0815	0,01204
0,3	0,12	0,008	0,0825	0,01368
0,32	0,125	0,009	0,096	0,015465
0,34	0,135	0,01	0,0925	0,01735
0,36	0,14	0,0115	0,106	0,019335
0,38	0,15	0,0125	0,1085	0,02148
0,4	0,16	0,0135	0,105	0,023615
0,42	0,165	0,015	0,1215	0,02588
0,44	0,175	0,0165	0,115	0,028245
0,46	0,18	0,0175	0,1285	0,03068
0,48	0,19	0,019	0,131	0,033275
0,5	0,2	0,0205	0,1345	0,03593
0,52	0,205	0,022	0,1475	0,03875
0,54	0,215	0,0235	0,1395	0,04162
0,56	0,22	0,025	0,156	0,044575
0,58	0,23	0,026	0,151	0,047645
0,6	0,24	0,0275	0,1615	0,05077
0,62	0,245	0,029	0,167	0,054055
0,64	0,255	0,0305	0,1635	0,05736
0,66	0,26	0,032	0,179	0,060785
0,68	0,27	0,0335	0,1715	0,06429
0,7	0,28	0,035	0,189	0,067895
0,72	0,285	0,0365	0,1905	0,07169
0,74	0,295	0,038	0,191	0,075505
0,76	0,3	0,0395	0,2025	0,07944
0,78	0,31	0,041	0,1965	0,08343
0,8	0,32	0,042	0,2015	0,08741
0,82	0,325	0,0435	0,2165	0,09159
0,84	0,335	0,045	0,219	0,095945
0,86	0,34	0,046	0,2095	0,10023
0,88	0,35	0,048	0,231	0,104635
0,9	0,36	0,0495	0,226	0,109205
0,92	0,365	0,051	0,2325	0,11379
0,94	0,375	0,0525	0,244	0,118555
0,96	0,38	0,0535	0,233	0,123325
0,98	0,39	0,055	0,2555	0,12821
1	0,4	0,0565	0,2535	0,1333
1,02	0,405	0,058	0,2485	0,13832
1,04	0,415	0,0595	0,262	0,143425
1,06	0,42	0,0605	0,269	0,148735
1,08	0,43	0,062	0,268	0,154105
1,1	0,44	0,0635	0,2685	0,15947
1,12	0,445	0,065	0,2775	0,16493
1,14	0,455	0,066	0,2905	0,17061
1,16	0,46	0,0675	0,2785	0,1763
1,18	0,47	0,069	0,2965	0,18205
1,2	0,48	0,0705	0,3075	0,18809
1,22	0,485	0,072	0,301	0,194175
1,24	0,495	0,0735	0,3055	0,20024
1,26	0,5	0,075	0,3165	0,20646
1,28	0,51	0,0765	0,3095	0,21272
1,3	0,52	0,078	0,319	0,219005
1,32	0,525	0,0795	0,3305	0,2255
1,34	0,535	0,081	0,3245	0,23205
1,36	0,54	0,0825	0,3315	0,23861
1,38	0,55	0,084	0,3365	0,24529
1,4	0,56	0,086	0,339	0,252045
1,42	0,565	0,0875	0,3435	0,25887
1,44	0,575	0,089	0,352	0,265825
1,46	0,58	0,0905	0,352	0,272865
1,48	0,59	0,0925	0,3595	0,27998
1,5	0,6	0,0935	0,359	0,287165
1,52	0,605	0,0965	0,3655	0,29441
1,54	0,615	0,0975	0,3625	0,30169
1,56	0,62	0,099	0,377	0,309085
1,58	0,63	0,101	0,3685	0,31654
1,6	0,64	0,103	0,379	0,324015
1,62	0,645	0,105	0,379	0,331595
1,64	0,655	0,107	0,383	0,339215
1,66	0,66	0,109	0,39	0,346945
1,68	0,67	0,111	0,39	0,354745
1,7	0,68	0,113	0,397	0,362615
1,72	0,685	0,115	0,394	0,370525
1,74	0,695	0,117	0,4075	0,37854
1,76	0,7	0,1195	0,3925	0,38654
1,78	0,71	0,1215	0,411	0,394575
1,8	0,72	0,124	0,4015	0,4027
1,82	0,725	0,126	0,415	0,410865
1,84	0,735	0,129	0,4045	0,41906
1,86	0,74	0,131	0,4175	0,42728
1,88	0,75	0,1335	0,4075	0,43553
1,9	0,76	0,1365	0,4255	0,44386
1,92	0,765	0,139	0,411	0,452225
1,94	0,775	0,1415	0,423	0,460565
1,96	0,78	0,1445	0,418	0,468975
1,98	0,79	0,147	0,423	0,477385
2	0,8	0,15	0,428	0,485895
2,02	0,805	0,153	0,42	0,494375
2,04	0,815	0,156	0,434	0,502915
2,06	0,82	0,159	0,419	0,511445
2,08	0,83	0,162	0,4335	0,51997
2,1	0,84	0,1655	0,4295	0,5286
2,12	0,845	0,169	0,4195	0,53709
2,14	0,855	0,1725	0,4325	0,54561
2,16	0,86	0,176	0,428	0,554215
2,18	0,87	0,1795	0,4215	0,56271
2,2	0,88	0,183	0,4335	0,57126
2,22	0,885	0,1865	0,421	0,579805
2,24	0,895	0,1905	0,423	0,588245
2,26	0,9	0,194	0,4295	0,59677
2,28	0,91	0,197	0,4225	0,60529
2,3	0,92	0,2005	0,4225	0,61374
2,32	0,925	0,204	0,429	0,622255
2,34	0,935	0,2085	0,415	0,630695
2,36	0,94	0,213	0,4215	0,63906
2,38	0,95	0,2175	0,42	0,647475
2,4	0,96	0,222	0,4055	0,65573
2,42	0,965	0,227	0,412	0,663905
2,44	0,975	0,232	0,403	0,672055
2,46	0,98	0,237	0,39	0,679985
2,48	0,99	0,242	0,397	0,687855
2,5	1	0,2475	0,3885	0,69571
2,52	1,005	0,253	0,38	0,703395
2,54	1,015	0,2585	0,388	0,711075
2,56	1,02	0,264	0,367	0,718625
2,58	1,03	0,27	0,3665	0,72596
2,6	1,04	0,276	0,373	0,733355
2,62	1,045	0,282	0,353	0,740615
2,64	1,055	0,288	0,3455	0,7476
2,66	1,06	0,294	0,35	0,754555
2,68	1,07	0,3005	0,338	0,761435
2,7	1,08	0,307	0,3275	0,76809
2,72	1,085	0,313	0,3285	0,77465
2,74	1,095	0,32	0,311	0,781045
2,76	1,1	0,3265	0,3125	0,78728
2,78	1,11	0,333	0,2995	0,7934
2,8	1,12	0,34	0,29	0,799295
2,82	1,125	0,347	0,29	0,805095
2,84	1,135	0,3535	0,2735	0,81073
2,86	1,14	0,3605	0,2735	0,8162
2,88	1,15	0,367	0,262	0,821555
2,9	1,16	0,3745	0,2485	0,82666
2,92	1,165	0,3815	0,2465	0,83161
2,94	1,175	0,3885	0,2375	0,83645
2,96	1,18	0,395	0,225	0,841075
2,98	1,19	0,402	0,227	0,845595
3	1,2	0,409	0,2145	0,85001
3,02	1,205	0,4155	0,207	0,854225
3,04	1,215	0,4225	0,195	0,858245
3,06	1,22	0,429	0,196	0,862155
3,08	1,23	0,4355	0,1845	0,86596
3,1	1,24	0,442	0,175	0,869555
3,12	1,245	0,448	0,178	0,873085
